timestamp,gyro_x,gyro_y,gyro_z
18392.106185125,0.0166876334697008,0.0349574498832225,0.0443208590149879
18392.206331125,-0.0531993061304092,0.2419782727956771,0.1007521748542785
18392.306478125,-0.3346565365791321,0.7406967282295227,0.5313246250152588
18392.406625125,-0.7269651889801025,0.8744300007820129,0.3862374424934387
18392.506771125,-0.7704538106918335,0.7162297368049622,0.2711436152458191
18392.606918125,-0.2357768416404724,0.2183760106563568,0.1002001017332077
18392.707065041668,-0.4917247295379638,-0.722439706325531,0.1329316794872284
18392.80721104167,-0.5704855918884277,-0.6369280219078064,-0.4665109813213348
18392.907358041663,-0.3610266447067261,-1.251431584358215,-0.5630047917366028
18393.007505041667,0.0105160241946578,-1.7642395496368408,-0.6904327869415283
18393.107651041668,0.0531830601394176,-1.2192041873931885,-1.4202193021774292
18393.20779804167,0.1588932424783706,-1.4851975440979004,-1.7575262784957886
18393.307945041663,0.258707731962204,-0.9232617616653442,-0.7365331649780273
18393.408091041667,0.1288842111825943,-0.5521329641342163,0.2255415171384811
18393.508238041668,0.3097477257251739,-0.1135529279708862,0.8589165806770325
18393.60838525,1.215806245803833,0.606478750705719,0.9683943390846252
18393.70853225,0.7872785925865173,1.1886790990829468,0.8097700476646423
18393.80867825,0.7810617089271545,0.8340991139411926,0.5709023475646973
18393.90882525,0.1749164164066314,0.3848659098148346,0.1963607221841812
18394.00897225,0.0261945854872465,0.1228351071476936,0.0795725882053375
18394.10911825,-0.0412153452634811,0.0699929296970367,0.0318127907812595
