timestamp,gyro_x,gyro_y,gyro_z
84083.62977425,-0.0023345269728451967,0.09781897068023682,0.07750917226076126
84083.72993087501,-0.06704561412334442,0.13650298118591309,-0.0537380613386631
84083.83008687501,-0.14540593326091766,0.06964752078056335,0.18972279131412506
84083.930243875,0.19715967774391174,0.5502961874008179,0.7638843655586243
84084.030399875,0.4505695700645447,0.6166946291923523,0.8553172945976257
84084.130555875,0.5279836654663086,0.6411679983139038,0.3889235258102417
84084.23071287501,1.2669823169708252,0.32409605383872986,0.17366473376750946
84084.33086887501,1.5052639245986938,-0.5109564661979675,-0.09051419049501419
84084.431025875,1.2782448530197144,-0.9159372448921204,-0.7593724131584167
84084.531181875,0.6269901394844055,-1.1367684602737427,-1.0175671577453613
84084.631338875,0.7581833004951477,-1.45294988155365,-0.7133460640907288
84084.731495625,-0.05408214405179024,-1.2847301959991455,-0.9832646250724792
84084.831652625,0.016158996149897575,-1.7054617404937744,-0.17546263337135315
84084.931808625,-0.48979127407073975,-1.630180835723877,0.4239560663700104
84085.031965625,-1.293641448020935,-0.6169217824935913,0.3420662581920624
84085.132121625,-1.4421483278274536,0.02099796012043953,0.6239355206489563
84085.232278625,-0.9047061800956726,0.1662776619195938,0.7769756317138672
84085.332434625,-0.3614082634449005,0.190957173705101,0.8019049763679504
84085.43259162501,0.015120362862944603,0.23717845976352692,0.621943473815918
84085.53274762501,0.041485924273729324,0.3446090519428253,0.4128357768058777
84085.632904625,0.0015598133904859424,0.3526960015296936,0.32290613651275635
