acceleration_x,acceleration_y,acceleration_z,timestamp
-0.0161590576171875,-0.421142578125,-0.8817138671875,57166.50087475
-0.0149078369140625,-0.449249267578125,-0.7681427001953125,57166.52090475
-0.0587005615234375,-0.4173583984375,-0.7695159912109375,57166.54093375
-0.071075439453125,-0.404571533203125,-0.8495635986328125,57166.56096375
-0.105621337890625,-0.397552490234375,-0.9867095947265625,57166.58099375
-0.116790771484375,-0.3869171142578125,-1.0403289794921875,57166.60102275
-0.1142730712890625,-0.3806610107421875,-0.9963836669921875,57166.62105275
-0.117919921875,-0.385284423828125,-0.9264068603515625,57166.64108275
-0.139556884765625,-0.4068450927734375,-0.8964691162109375,57166.66111275
-0.1593017578125,-0.418243408203125,-0.89178466796875,57166.68114175001
-0.150177001953125,-0.413238525390625,-0.9116363525390625,57166.701171750006
-0.1235198974609375,-0.4004364013671875,-0.917510986328125,57166.721201750006
-0.10516357421875,-0.3905487060546875,-0.91455078125,57166.741230750005
-0.0952911376953125,-0.3906097412109375,-0.9180450439453125,57166.761260750005
-0.09259033203125,-0.3883514404296875,-0.932769775390625,57166.781290750005
-0.09588623046875,-0.3968963623046875,-0.97711181640625,57166.801319750004
-0.0999603271484375,-0.4020233154296875,-1.0089569091796875,57166.821349750004
-0.0896453857421875,-0.4126129150390625,-0.9875335693359375,57166.84137975
-0.0784454345703125,-0.41522216796875,-0.9474334716796875,57166.86140975
-0.0855560302734375,-0.4139556884765625,-0.932464599609375,57166.88143875
-0.094482421875,-0.412139892578125,-0.919403076171875,57166.90146875
-0.09710693359375,-0.4074859619140625,-0.8872833251953125,57166.92149875
-0.100250244140625,-0.4050750732421875,-0.878204345703125,57166.94152775
-0.0914459228515625,-0.3975830078125,-0.8727874755859375,57166.96155775
-0.0909576416015625,-0.3942718505859375,-0.881500244140625,57166.98158775
-0.1053924560546875,-0.395538330078125,-0.8906402587890625,57167.00161675001
-0.125640869140625,-0.4009552001953125,-0.902191162109375,57167.02164675001
-0.1291656494140625,-0.4027862548828125,-0.9109039306640625,57167.04167675001
-0.116058349609375,-0.394561767578125,-0.9124908447265625,57167.061706750006
-0.1315155029296875,-0.392303466796875,-0.9253082275390625,57167.081735750005
-0.1536407470703125,-0.3992156982421875,-0.93304443359375,57167.101765750005
-0.1626739501953125,-0.3896942138671875,-0.943817138671875,57167.121795750005
-0.15045166015625,-0.3795623779296875,-0.956512451171875,57167.141824750004
-0.112335205078125,-0.3582763671875,-0.9485015869140625,57167.161854750004
-0.0919342041015625,-0.348968505859375,-0.930999755859375,57167.18188475
-0.10992431640625,-0.3536376953125,-0.930633544921875,57167.20191375
-0.1315765380859375,-0.3654632568359375,-0.9231719970703125,57167.22194375
-0.1343841552734375,-0.3746795654296875,-0.905364990234375,57167.24197375
-0.1374664306640625,-0.379852294921875,-0.8860931396484375,57167.26200375
-0.140380859375,-0.383392333984375,-0.8773040771484375,57167.28203275
-0.1465606689453125,-0.3849639892578125,-0.8922882080078125,57167.30206275
-0.141998291015625,-0.38677978515625,-0.9055633544921875,57167.32209275
-0.1315765380859375,-0.3902587890625,-0.9007415771484375,57167.34212175
-0.129302978515625,-0.3942413330078125,-0.9138031005859375,57167.36215175001
-0.1330413818359375,-0.392669677734375,-0.9478607177734375,57167.38218175001
-0.134613037109375,-0.386932373046875,-0.9732666015625,57167.402211750006
-0.1390380859375,-0.3887176513671875,-0.9802093505859375,57167.42224129167
-0.1442108154296875,-0.398529052734375,-0.9640960693359375,57167.44227129167
-0.13983154296875,-0.4006500244140625,-0.94024658203125,57167.46230129167
-0.1327056884765625,-0.3964385986328125,-0.922027587890625,57167.48233029167
-0.130096435546875,-0.3896636962890625,-0.9134368896484375,57167.50236029167
-0.1295166015625,-0.385986328125,-0.910491943359375,57167.52239029167
-0.1273956298828125,-0.3809661865234375,-0.910064697265625,57167.54241929167
-0.1190185546875,-0.3793182373046875,-0.9094085693359375,57167.56244929167
