acceleration_x,acceleration_y,acceleration_z,timestamp
0.1251373291015625,-0.50640869140625,-0.8509674072265625,57154.54314704167
0.134796142578125,-0.4786376953125,-0.8265228271484375,57154.56317604167
0.0969085693359375,-0.5102691650390625,-0.8613128662109375,57154.58320604167
0.043212890625,-0.521484375,-0.9031982421875,57154.60323604167
0.0214996337890625,-0.5192108154296875,-0.9175872802734375,57154.62326504167
0.0130157470703125,-0.5400848388671875,-0.90985107421875,57154.64329504167
0.0036773681640625,-0.5471038818359375,-0.87579345703125,57154.66332504167
0.0098419189453125,-0.54766845703125,-0.84014892578125,57154.68335404167
0.026123046875,-0.543731689453125,-0.819610595703125,57154.70338404167
0.036346435546875,-0.5411529541015625,-0.8285369873046875,57154.72341404167
0.0482940673828125,-0.531005859375,-0.848876953125,57154.74344404167
0.0628662109375,-0.5178375244140625,-0.857818603515625,57154.76347304167
0.068695068359375,-0.513153076171875,-0.8631439208984375,57154.78350304167
0.074554443359375,-0.5088958740234375,-0.864013671875,57154.80353304167
0.07940673828125,-0.506011962890625,-0.8805694580078125,57154.82356204167
0.0818939208984375,-0.496551513671875,-0.8997802734375,57154.84359204167
0.08856201171875,-0.4982147216796875,-0.899749755859375,57154.86362204167
0.0877685546875,-0.5036468505859375,-0.886566162109375,57154.88365104167
0.08135986328125,-0.5078125,-0.8693084716796875,57154.90368104167
0.062835693359375,-0.5138092041015625,-0.8809051513671875,57154.92371104167
0.048736572265625,-0.5127410888671875,-0.8866119384765625,57154.94374004167
0.050872802734375,-0.5142364501953125,-0.8757476806640625,57154.96377004167
0.0500640869140625,-0.50970458984375,-0.8738250732421875,57154.98380004167
0.0557098388671875,-0.502685546875,-0.8736419677734375,57155.00382904167
0.0619659423828125,-0.5035858154296875,-0.864410400390625,57155.02385904167
0.0542449951171875,-0.503326416015625,-0.8655548095703125,57155.04388904167
0.045989990234375,-0.5085296630859375,-0.87652587890625,57155.06391804167
0.0467071533203125,-0.5026397705078125,-0.88250732421875,57155.08394804167
0.0620574951171875,-0.5002899169921875,-0.861663818359375,57155.10397804167
0.0708160400390625,-0.500579833984375,-0.852020263671875,57155.12400804167
0.077850341796875,-0.500518798828125,-0.8455352783203125,57155.14403704167
0.0779876708984375,-0.50579833984375,-0.85626220703125,57155.16406704167
0.0868682861328125,-0.5006103515625,-0.870697021484375,57155.18409704167
0.1025390625,-0.48876953125,-0.87060546875,57155.20412604167
0.1015777587890625,-0.4829559326171875,-0.87042236328125,57155.22415604167
0.0908660888671875,-0.4916839599609375,-0.868560791015625,57155.24418604167
0.07647705078125,-0.4969635009765625,-0.8726043701171875,57155.26421504167
0.07537841796875,-0.5028839111328125,-0.87579345703125,57155.28424504167
0.083221435546875,-0.4986572265625,-0.8724822998046875,57155.30427504167
0.08795166015625,-0.499603271484375,-0.867401123046875,57155.32430404167
0.081573486328125,-0.5092010498046875,-0.86090087890625,57155.34433404167
0.07421875,-0.51171875,-0.854248046875,57155.36436404167
0.0699310302734375,-0.5123443603515625,-0.853057861328125,57155.38439404167
0.07080078125,-0.51092529296875,-0.853118896484375,57155.404423500004
0.071258544921875,-0.5046234130859375,-0.85345458984375,57155.4244535
0.073638916015625,-0.5026092529296875,-0.85595703125,57155.4444835
0.0735015869140625,-0.5037841796875,-0.861053466796875,57155.4645125
0.0780029296875,-0.5052337646484375,-0.8626861572265625,57155.4845425
0.0822296142578125,-0.50537109375,-0.8587799072265625,57155.5045725
0.08514404296875,-0.504180908203125,-0.863922119140625,57155.5246015
0.082305908203125,-0.5019378662109375,-0.87030029296875,57155.5446315
0.082275390625,-0.5021820068359375,-0.8663787841796875,57155.5646615
0.0742950439453125,-0.5036163330078125,-0.862762451171875,57155.5846905
0.0630645751953125,-0.511932373046875,-0.864410400390625,57155.60472050001
0.0652313232421875,-0.512908935546875,-0.8596649169921875,57155.62475050001
0.07122802734375,-0.512969970703125,-0.848114013671875,57155.644779500006
0.0732421875,-0.5142669677734375,-0.846221923828125,57155.664809500006
0.0718841552734375,-0.521148681640625,-0.8488006591796875,57155.684839500005
0.0733642578125,-0.5236663818359375,-0.84722900390625,57155.704869500005
0.0792388916015625,-0.5174560546875,-0.858673095703125,57155.724898500004
0.0877838134765625,-0.5061492919921875,-0.877593994140625,57155.744928500004
0.0902099609375,-0.50006103515625,-0.89312744140625,57155.7649585
0.08746337890625,-0.4994659423828125,-0.9042816162109375,57155.7849875
0.090179443359375,-0.4977569580078125,-0.905609130859375,57155.8050175
0.0906982421875,-0.49462890625,-0.895782470703125,57155.8250475
0.083587646484375,-0.493621826171875,-0.887847900390625,57155.8450765
0.0706939697265625,-0.5003204345703125,-0.8787841796875,57155.8651065
0.0605926513671875,-0.505218505859375,-0.87274169921875,57155.8851365
0.057159423828125,-0.509674072265625,-0.8583221435546875,57155.9051655
0.0585784912109375,-0.5086669921875,-0.8443603515625,57155.9251955
0.0552520751953125,-0.5097808837890625,-0.8643341064453125,57155.94522550001
0.0623016357421875,-0.4982452392578125,-0.8780364990234375,57155.96525550001
0.092529296875,-0.4869384765625,-0.8544158935546875,57155.985284500006
0.11297607421875,-0.5018310546875,-0.79180908203125,57156.005314500006
0.0323028564453125,-0.4989166259765625,-0.8592987060546875,57156.025344500005
0.0020904541015625,-0.52337646484375,-0.925079345703125,57156.045373500005
0.0480804443359375,-0.4980926513671875,-0.891143798828125,57156.065403500004
