acceleration_x,acceleration_y,acceleration_z,timestamp
0.046295166015625,-0.817718505859375,-0.7452545166015625,56825.38385025
0.178558349609375,-0.7828521728515625,-0.7665863037109375,56825.40388025
0.162872314453125,-0.7827301025390625,-0.8121795654296875,56825.42391125
0.0781402587890625,-0.81378173828125,-0.8779144287109375,56825.44394225
0.031951904296875,-0.8690185546875,-0.9186859130859375,56825.46397225001
0.013427734375,-0.91448974609375,-0.9101715087890625,56825.48400325001
-0.02886962890625,-0.921142578125,-0.894073486328125,56825.50403325001
-0.1450347900390625,-0.9540252685546875,-0.9343719482421875,56825.52406425001
-0.233917236328125,-1.00811767578125,-0.9929046630859375,56825.54409525001
-0.3160247802734375,-1.0416717529296875,-1.04571533203125,56825.564125250006
-0.4465484619140625,-1.0466461181640625,-1.07977294921875,56825.584156250006
-0.5581207275390625,-1.070892333984375,-1.0196380615234375,56825.604186250006
-0.6121368408203125,-1.134613037109375,-0.83837890625,56825.624217250006
-0.664581298828125,-1.1468658447265625,-0.7539215087890625,56825.644248250006
-0.8142852783203125,-1.076446533203125,-0.898712158203125,56825.664278250006
-0.857696533203125,-1.035919189453125,-0.9316864013671875,56825.684309250006
-0.7418060302734375,-1.047027587890625,-0.73870849609375,56825.704339250005
-0.6343994140625,-0.997100830078125,-0.49383544921875,56825.724370250005
-0.6253662109375,-0.882110595703125,-0.455413818359375,56825.744401250005
-0.7385711669921875,-0.8163604736328125,-0.60382080078125,56825.764431250005
-0.804656982421875,-0.7381134033203125,-0.6182403564453125,56825.784462250005
-0.7838592529296875,-0.6867523193359375,-0.534576416015625,56825.804492250005
-0.7603912353515625,-0.674591064453125,-0.4864349365234375,56825.824523250005
-0.8012237548828125,-0.642852783203125,-0.4512786865234375,56825.844554250005
-0.88739013671875,-0.6118927001953125,-0.3768157958984375,56825.864584250005
-0.9532012939453125,-0.5890045166015625,-0.2882537841796875,56825.884615250005
-0.9161834716796875,-0.5673675537109375,-0.2650146484375,56825.904645250004
-0.7863922119140625,-0.530853271484375,-0.2670440673828125,56825.924676250004
-0.6935272216796875,-0.5257110595703125,-0.2315216064453125,56825.944707250004
-0.6770172119140625,-0.5410308837890625,-0.1736907958984375,56825.964737250004
-0.6532135009765625,-0.5310211181640625,-0.0990142822265625,56825.984768250004
-0.5960540771484375,-0.5102386474609375,-0.0520782470703125,56826.004798250004
-0.5285797119140625,-0.5150909423828125,-0.0478515625,56826.024829250004
-0.464691162109375,-0.5404510498046875,-0.06292724609375,56826.044860250004
-0.3787078857421875,-0.5355682373046875,-0.1298675537109375,56826.06488975001
-0.2953948974609375,-0.533233642578125,-0.2122039794921875,56826.08492075001
-0.266937255859375,-0.566650390625,-0.222808837890625,56826.10495075001
-0.2586669921875,-0.576507568359375,-0.18731689453125,56826.12498175001
-0.1738739013671875,-0.5595855712890625,-0.1654510498046875,56826.14501275001
-0.0294952392578125,-0.524932861328125,-0.232025146484375,56826.165042750006
0.0839996337890625,-0.491607666015625,-0.294586181640625,56826.185073750006
0.1448974609375,-0.491455078125,-0.2895355224609375,56826.205103750006
0.181488037109375,-0.55169677734375,-0.2199249267578125,56826.225134750006
0.1958160400390625,-0.599884033203125,-0.1216278076171875,56826.245165750006
0.2211151123046875,-0.6154022216796875,-0.09039306640625,56826.265195750006
0.2355499267578125,-0.62451171875,-0.1253204345703125,56826.285226750006
0.2527618408203125,-0.5963134765625,-0.19183349609375,56826.305256750005
0.3350982666015625,-0.5856475830078125,-0.252593994140625,56826.325287750005
0.431121826171875,-0.6200714111328125,-0.2623748779296875,56826.345317750005
0.529449462890625,-0.6441650390625,-0.2000732421875,56826.365348750005
0.5443267822265625,-0.6012115478515625,-0.13739013671875,56826.385379750005
0.57843017578125,-0.583343505859375,-0.171478271484375,56826.405409750005
0.56170654296875,-0.598602294921875,-0.2645721435546875,56826.425440750005
0.5603179931640625,-0.713836669921875,-0.28643798828125,56826.445471750005
0.55621337890625,-0.790313720703125,-0.2028656005859375,56826.465501750004
0.5602569580078125,-0.82568359375,-0.168609619140625,56826.485532750004
0.5800933837890625,-0.8359832763671875,-0.175384521484375,56826.505562750004
0.59503173828125,-0.9142608642578125,-0.2578125,56826.525593750004
0.573394775390625,-0.9940948486328125,-0.403076171875,56826.545623750004
0.53076171875,-0.9930267333984375,-0.4340362548828125,56826.565654750004
0.503326416015625,-0.9942779541015625,-0.4838104248046875,56826.585685750004
0.439605712890625,-1.0564117431640625,-0.60040283203125,56826.60571575
0.345489501953125,-1.1421661376953125,-0.6572418212890625,56826.62574675
0.2541656494140625,-1.1751556396484375,-0.664642333984375,56826.64577675
0.237762451171875,-1.1622161865234375,-0.681884765625,56826.66580775
0.170379638671875,-1.17193603515625,-0.717681884765625,56826.68583875
0.0009002685546875,-1.2698822021484375,-0.6996917724609375,56826.70586875
-0.167755126953125,-1.3330078125,-0.6559295654296875,56826.72589975
-0.1647491455078125,-1.2685394287109375,-0.7750396728515625,56826.74592975
-0.1214141845703125,-1.155487060546875,-0.9754180908203125,56826.76596075
-0.2663116455078125,-1.11419677734375,-1.05035400390625,56826.78599175
-0.4503173828125,-1.1591339111328125,-0.8782501220703125,56826.80602175
-0.4496612548828125,-1.1458587646484375,-0.5958709716796875,56826.82605275
-0.3423004150390625,-1.110870361328125,-0.5003509521484375,56826.84608275
-0.3815155029296875,-1.041534423828125,-0.6927947998046875,56826.86611375
-0.5224609375,-1.008636474609375,-0.8310699462890625,56826.88614475
-0.57244873046875,-0.9792022705078125,-0.79718017578125,56826.90617475
-0.4537353515625,-0.9078521728515625,-0.67340087890625,56826.92620575
-0.37506103515625,-0.862701416015625,-0.5801239013671875,56826.94623575
-0.3787078857421875,-0.8632659912109375,-0.5406341552734375,56826.96626675
-0.4194488525390625,-0.8439788818359375,-0.5225830078125,56826.98629775
-0.49267578125,-0.7864990234375,-0.6588897705078125,56827.00632775
-0.441650390625,-0.732421875,-0.662200927734375,56827.02635875
-0.36297607421875,-0.71075439453125,-0.5294342041015625,56827.04638875
